bio,date,device,followers,following,location,query_type,screen_name,tweet
b'Democratic Socialist \xf0\x9f\x8c\xb9| Social Justice & Disability Rights Campaigner \xe2\x99\xbf\xef\xb8\x8f | Environmentalist \xf0\x9f\x8c\x8d | Pro-Brexit \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 | Pro-LGBTQI+ \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 | #FreePalestine \xf0\x9f\x87\xb5\xf0\x9f\x87\xb8',Tue Feb 18 00:55:17 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",70843.0,53480.0,United Kingdom 🇬🇧,Klobuchar,b'SocialistVoice',b'Berners this is Amazing! In the NEW Nevada @DataProgress Poll Bernie Sander is 19 points ahead of Elizabeth Warren. 20 with Pete. \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n\nSanders 35%\nWarren 16%\nButtigieg 15%\nBiden 14%\nSteyer 10%\nKlobuchar 9%\nGabbard 2%\n\nIn Nevada Bernie is King with Hispanics.\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/f1Y3P8JdEG'
"b""\xf0\x9f\x8c\x91Shaman\n|\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97|\n|\xe2\x80\xa2|You Don't Understand Me, Because I Am Love\xe2\x84\xa2|\xe2\x80\xa2|\n|\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97\xc3\x97|\n|1 Decade in #Crypto $BTC & $ETH: https://trustcrow12.crypto|""",Mon Feb 17 21:45:47 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1222.0,3012.0,The 9th Circle,Sanders,b'DemonKingFukai',"b'@OceanPleasant @PalmerReport I\xe2\x80\x99m a Warren supporter but agree with you that it doesn\xe2\x80\x99t make sense for Sanders supporters to do this when he\xe2\x80\x99s doing so well. I truly hope we have a #PresidentWarren, but if he gets the nomination I\xe2\x80\x99ll do what I can to help him win. #VoteBlue'"
"b'A feature of God, knowing my Creator wants me back. \xe2\x80\x9cMy hope is built on nothing less than Jesus\xe2\x80\x99 blood and righteousness.\xe2\x80\x9d'",Tue Feb 18 00:33:51 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",5912.0,6501.0,Wonderland,Biden,b'moscowlilac',"b'FLASHBACK: \n\nI wonder if Joe Biden remembers talking to Attorney General Bill Barr, calling him ""heck of an honorable guy\xe2\x80\x9d \n\nDemocrats have gone so far left they attack anyone\'s character if they don\'t support their narrative. \n\nSad &amp; Disgraceful\nAgree\xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n https://t.co/MhwxtfjPrH'"
b'Lifelong Activist. Marched 4 civil rights. Arrested marching against war & 4 protecting the environment. Worked 2 make choice reality 4 women. \xf0\x9f\x97\xbd Warren2020',Mon Feb 17 23:08:36 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5488.0,5980.0,"Cotacachi, Ecuador",Warren,b'JoseyRider',"b'The media has never been all that great to Warren. Tried to write her campaign obit a year ago. The ""iS sHE LiKaBLe?"" BS. Only started writing favorable coverage when her weekly plans caught fire, and she led on impeachment. Then they really screwed her on healthcare coverage. https://t.co/sNs5lrwRO6'"
"b'Gov Officials & Agencies, Business & Politics History, Lifestyle, traveling, current events, theatre, tennis, hiking'",Tue Feb 18 02:04:55 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2307.0,2689.0,,Buttigieg,b'dubrow_wendy',b'Buttigieg says Trump can \xe2\x80\x98do chores\xe2\x80\x99 if he\xe2\x80\x99s unwilling to leave White House https://t.co/FaApsgnR9P'
"b'cybersecurity reporter @nytimes | author of ""this is how they tell me the world ends"" @BloomsburyBooks August 2020 | but foremost \xe2\x80\x9cmama\xe2\x80\x9d'",Fri Feb 14 14:01:22 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",47819.0,4460.0,San Francisco born and raised,Klobuchar,b'nicoleperlroth',"b'#Florida, @StPetePolls:\n(Change from last month)\n\nBloomberg 27% (+10)\nBiden 26% (-15)\nButtigieg 11% (+5)\nSanders 10% (+1)\nKlobuchar 9% (+4)\nWarren 5% (-2)\n\n(Conducted Feb 12-13)'"
"b'Respect for all that are deserved   of it and rejection of those that are not. Free thinking, but with dependency on fact. Empathy, but sufficiently pragmatic.'",Tue Feb 18 00:50:41 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",300.0,514.0,,Biden,b'riconap',"b""Glad to see from the comments here the Bernie Bros saying they won't vote for anyone against Trump except Bernie.  That squares w/ campaigns 2016 votes.  Your problem @ninaturner is not with Bloomberg, you called Biden a racist a few weeks ago, it's with Democrats. https://t.co/b8VsuS1LnM"""
"b'Those who believe they can be happy and have the government care for them, should look at the American Indians.'",Mon Feb 17 15:10:13 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",203.0,232.0,"South Carolina, USA",Bloomberg,b'MGHawk2',"b'Dear Mr. Bloomberg,\n\nGod made a farmer. Our farmers are our backbone. Insulting them is insulting us all.\n\nSigned,\n\nAmerica https://t.co/bW8tCaPY0b'"
"b'Hard Fight, Big Dream We Will. #LFG #Warren2020 #SaveBabyYoda2020 #DreamBigFightHard'",Mon Feb 17 23:40:51 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",148.0,394.0,"Warrenville, Alderaan",Warren,b'Yoda4Warren',"b'Celebrating President\xe2\x80\x99s Day with a fundraiser for our 46th! Please give $4.60, $46, or $460 for President Elizabeth Warren!\n\nI just gave 46 for #PresidentWarren!! \n\nhttps://t.co/v6tqzSN2Ym'"
b'\xf0\x9f\x8c\x8e WWIII is NOW \xf0\x9f\x94\xa5\nPEOPLE vs OLIGARCHS\n#GlobalCitizen #Humanity #Democracy #Solidarity #GreenNewDeal #MedicareForAll #NoWar #Bernie2020 #HandMarkedPaperBallots',Mon Feb 17 22:27:36 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",188.0,643.0,Miami FL,Klobuchar,b'TruthSolidarity',b'No other Dem candidate has crowds like these. Not Bloomberg. Not Pete. Not Biden or Klobuchar. #Bernie2020 https://t.co/NvSPVfF3GT'
"b""Look both ways when crossing roads, don't wear slippers 'til you're old, never do what you are told.""",Mon Jan 27 15:39:17 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",160.0,343.0,,Sanders,b'Tallestpurpl',b'Some progressive activists who declined to back Sanders have begun traveling with private security after incurring online harassment. Many well-known feminist writers said they had received death threats. A state party chairwoman changed her phone number. https://t.co/paIK3L6pWO'
"b'I am a VERY PROUD prison wife. Geneaology, reading and research, sewing, knitting, baking are my hobbies, I\xf0\x9f\x92\x99\xf0\x9f\x94\xa5\xf0\x9f\x92\xaa\xf0\x9f\x8c\x8aBERNIE!!!!'",Tue Feb 18 01:27:32 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1344.0,4716.0,Ohio,Bloomberg,b'natscloset',b'Bloomberg is such an arrogant narcissist that he really thought he would swoop into the Democratic primary and nobody would criticize him?'
"b'Disabled RN 2* Fibromyalgia and Depression and Anxiety.  #Erased Mom\xf0\x9f\x98\xa2 (Grandmom\xf0\x9f\x98\x94)  Philly, Eagles and Alex Bowman #88 Fan. #JrNation. Humanity Matters\xf0\x9f\x91\x8a\xe2\x9d\xa4 SEPA'",Mon Feb 17 20:57:49 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1560.0,1247.0,"Montgomeryville, PA",Warren,b'DebraHange1',b'Elizabeth Warren is the clear choice for president. #PresidentWarren'
b'Equestrian \xf0\x9f\x90\xb4| Photographer| Trump Girl|Conservative|Christian|Married|FSU Seminole|TRUMP2020\xf0\x9f\x87\xba\xf0\x9f\x87\xb8|#WWG1WGA|KAG|MAGA',Thu Feb 13 05:20:04 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2842.0,2986.0,"Georgia, USA",Buttigieg,b'JunebugBeaux',b'DEVELOPING: Black leader suing former Mayor Pete Buttigieg over alleged racist policing in South Bend'
"b'College drop out, dnd dork, writer.'",Tue Feb 18 01:07:56 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",177.0,894.0,,Klobuchar,b'DurfeyLee',"b'Hispanic or Latino/a support in Nevada, via new Data For Progress poll: \n\nSanders 66%\nSteyer 8%\nBiden 7%\nKlobuchar 7%\nWarren 5%\nButtigieg 4%\n\nhttps://t.co/H0g4NsnFwo'"
"b'rural, gun-owner, progressive Democrat!'",Mon Feb 17 22:12:25 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1511.0,1864.0,Colorado,Sanders,b'Vic_Meyers',"b"".@BernieSanders in Richmond, CA talking about those who are worried about his candidacy: \xe2\x80\x9cI hear the establishment saying, \xe2\x80\x98oh Bernie can't win the election.\xe2\x80\x99 Take a look at this crowd today and tell me we can't win\xe2\x80\x9d (Sanders then pointed to the crowd)."""
"b""Air Force Vet.  Army Strong Mom. Columbia Grad. Lover of books/vodka. Continuing Legal Ed. GoPackGo. Go 'Cuse!""",Tue Feb 18 02:20:54 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",556.0,448.0,Upstate NY,Biden,b'SheRev',"b'So at this point, I\xe2\x80\x99m \n\nLiz \nAmy\nBiden \n.......\n.......\n........\n.........\n\nBernie\n\nAnyone other than Trump'"
b'I read stuff and sometimes react.',Tue Feb 18 01:47:05 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",104.0,151.0,Chicago,Bloomberg,b'jclinkman',"b'Michael Bloomberg can throw all the temper tantrums he wants, but we will not be silenced \xe2\x80\x94 we will continue to show exactly why Bernie Sanders has a far better record and will be a far better nominee than the billionaire former GOP mayor trying to buy the primary. https://t.co/jOSqXML4kt'"
b'I care. Blue Wave!! #Resist Tick-Tock Conny Time is Up!!',Mon Feb 17 22:00:56 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4436.0,5001.0,"San Diego, CA. earth",Warren,b'salsarhopper',b'President Warren is still trending. You gotta love it. Is it trending number one? No. Will it be if we all decide to stand the F up and be counted because she matters and we love her and won\xe2\x80\x99t ever let her be erased?\n\nYou\xe2\x80\x99re damn right.\n\n#PresidentWarren'
b'#VoteBlueNoMatterWho #VoteLiberal #TrumpRussia #MoscowMitch #GOPCowards. Democrats Liberals Lefties UNITE. Future belongs to the open minded. US & Canada.',Tue Feb 18 02:20:53 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1516.0,1452.0,,Buttigieg,b'addagio999',"b""@tribelaw @Resist_Remove @PeteButtigieg Buttigieg's intelligence is unquestionable. The guy is uber smart. But some of his positions seem politically expedient. Like moving away from Medicare4All after supporting it initially."""
"b'Proud Pro-life Catholic Mom. #ILoveJesus, family, friends, America, President Trump & Q. #WWG1WGA, #MAGA'",Tue Feb 18 03:43:43 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",412.0,1052.0,,Bloomberg,b'Bunnermom',b'Watch: Bloomberg in 2011 Suggested Denying Cancer Treatment to Elderly https://t.co/DOqOmSgwMN'
b'\xf0\x9f\x87\xae\xf0\x9f\x87\xaa hufflepuff boyo \nfirst gen. american\nBi gay\nanarchist\nex-catholic\ndino connoisseur\nShojo anime stan\nPaladin. Lawful Evil.\ncis (he/they)\nBf:@SatanicBuck',Mon Feb 17 14:57:39 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",23.0,156.0,In @SatanicBuck 's pants,Klobuchar,b'hufflepuffbabey',"b""Klobuchar: Throws office supplies at staffers\n\nBiden: Insults the intelligence of any voter who doesn't praise him\n\nBloomberg: Dozens of harassment and discrimination lawsuits\n\nMedia: What does the behavior of Sanders supporters say about him?"""
"b'Pissed off, Anti-Establishment, Lefty, Honest critic of all things Politics'",Mon Feb 17 23:58:50 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2560.0,4458.0,,Warren,b'Ski1384',"b'NEW Nevada poll from Data for Progress has @BernieSanders with a widening lead over the rest of the field (2/12-15):\n\nSanders 35%\nWarren 16%\nButtigieg 15%\nBiden 14%\nSteyer 10%\nKlobuchar 9%\nGabbard 2%\n\nFight like the underdog, because they will do everything they can to stop us!'"
b'Proud Kitten Dad and Politically Active #bernie2020 #presidentsanders',Mon Feb 17 01:39:36 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",39.0,104.0,,Bloomberg,b'rajseshadri',b'Wtf? Elizabeth Warren said just now she should be the nominee because she is \xe2\x80\x9cactually\xe2\x80\x9d a democrat . Not sure if that was a shot at Bloomberg or Bernie or both ?'
"b'#Conservative Mom, #Navy Brat, \xe2\x9d\xa4\xef\xb8\x8f my country, my family, and God above! #MAGA #PROLife #CHRISTIAN #DefundPP'",Mon Feb 17 15:01:08 +0000 2020,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",5190.0,5679.0,"Texas, simply the best!",Bloomberg,b'SheriAlba',"b""Next, Bloomberg trashes America's farmers \nhttps://t.co/yJqJcYnIf0"""
"b'1A,2A, Constitutionalist, Trump fanatic, III%, I hate political tyranny. #MAGA, #KAG #ScottBaiosArmy'",Tue Feb 18 00:50:15 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1558.0,2840.0,"Fenton, MI",Biden,b'TMurpy2',"b'At least when Biden put his feet in his mouth he did so in a sloppy, avuncular way... \n\nBloomberg makes the same gaffs but with a confidence and arrogance destined to systematically alienate voters across America.\n\nCold, Cruel, Elite, with Oedipus tones.\n\nhttps://t.co/GaCq7th6hW'"
"b'Trade Unionist. Baseball Enthusiast. Stan: Hannah Arendt, James Baldwin, and Dorothy Day.  James R. Hoffa, George Marshall, Ulysses Grant,  and Golda Meir.'",Tue Feb 18 03:58:43 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",15.0,86.0,,Biden,b'aboilinglobster',b'Joe #diGenova (\xe2\x80\x9cinvestigations officer\xe2\x80\x9d)has been rigging Teamster politics and elections for years. This elaborate smear is exactly the kind of conspiracy laden hit job he has orchestrated repeatedly for #Trump.   #Yovanovitch #Biden #Sanders #SDNY #Barr https://t.co/z9VFKje4Dh'
"b'Suzie, 34. Bi, genderqueer / nonbinary trans woman, she / they. Chronically ill and miserable. Discord: Cydonian Mystery#4994'",Tue Feb 18 03:18:09 +0000 2020,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",127.0,307.0,"Zachary, LA",Bloomberg,b'cydonianmystery',"b'Never ever forget that @BernieSanders led the public campaign to shame @JeffBezos into raising Amazon workers\xe2\x80\x99 wages \xe2\x80\x94 and then soon after that, Bezos asked @MikeBloomberg if he would consider running for president. https://t.co/LUN5XXajdZ'"
"b""Mom, wife, music lover, freedom & child defender, radio host, policy lobbyist - the views expressed here are MY views! I'm a goldfish w/ the bite of a shark!""",Tue Feb 18 03:57:34 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",958.0,1154.0,MS sunken place,Warren,b'kimrobin73',"b'Sen. Elizabeth Warren: ""It is time for a woman in the White House... Feisty women. We get it done."" https://t.co/xgLi9Q0t4A'"
b'Cask-Wine Socialist\n\nmy main goal is to eat the rich so i can move into their sick houses',Tue Feb 18 03:58:43 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",69.0,190.0,,Buttigieg,b'HECSDebtVehicle',"b""@BugbiteM @spookperson Considering how poorly Pete does with young demos, my theory is that everyone on Buttigieg's campaign is running at least 5 simp sockpuppets, so they don't understand why they get lit up three times a day when the simps accidentally make contact with the outside world."""
"b'Christian, Constitutional Conservative God - Family - Country\xc2\xa0'",Mon Feb 17 18:32:51 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2482.0,2990.0,Las Vegas NV,Klobuchar,b'guy_connor',"b'@POTUS @realDonaldTrump Sanders was one of only two senators to skip the vote, with Ed Markey (D., Mass.) also absent. Sanders\'s fellow 2020 presidential candidates in the Senate, Amy Klobuchar (D., Minn.) and Elizabeth Warren (D., Mass.), attended and voted ""nay"" on the amendment, which passed 64 to 34'"
b'@M1TCH_M4GG10 alt account',Mon Feb 17 19:16:46 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3.0,47.0,,Sanders,b'CommieBased',"b'It\xe2\x80\x99s odd that some folks in media &amp; on this website genuinely believe they should be able to promote factually wrong &amp; slanderous claims about Bernie Sanders, and further, that they\xe2\x80\x99re entitled to not have anyone criticize or debunk their claims in a civil, dispassionate way.'"
b'Super Late Model Driver (ret)',Tue Feb 18 03:59:04 +0000 2020,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0,9.0,"Cumming, GA",Bloomberg,b'KaseyCarpente18',"b""@goldstandard555 @realDonaldTrump This is exactly why the Governor and Mayor of New York need to be out of a job, and now Bloomberg is trying to buy the White House. Bloomberg the swamp is being drained and we damn sure don't need Bloomberg and Hillary screwing up the United States. Great job in New York buddy."""
b'',Tue Feb 18 03:52:35 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",502.0,287.0,,Sanders,b'PeterMu21125645',"b'So what has Bernie Sanders actually ever accomplished??? If you have the answer, @StuDoesAmerica would really like to know...\n\n*crickets* \xf0\x9f\xa6\x97\xf0\x9f\xa6\x97\xf0\x9f\xa6\x97\n\nWatch the brand new episode of ""Stu Does America"" here: https://t.co/KvZca668Vf https://t.co/TUTLsreFT7'"
b'Art Photos Music Travel Laughter \xe2\x9d\xa4\xef\xb8\x8fVets Tatts Science Grateful 2 live in \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Life & Liberty Go Resisters\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbcVOTE NO\xf0\x9f\x91\xbftrumf Kick him out Educated Scorpio GA/MI',Sun Feb 16 12:23:45 +0000 2020,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4290.0,3058.0,"Georgia, USA",Sanders,b'QueenPeace2017',b'@BenjaminPDixon @ggreenwald Bloomberg certainly isn\xe2\x80\x99t ideal. But he\xe2\x80\x99s a lot preferable to Sanders'
"b'Politics, video games, music, science, healthcare, low-carb nutrition'",Mon Feb 17 19:00:59 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",129.0,109.0,,Bloomberg,b'Himura0011',b'Bloomberg on Black and Latino males between 16-25: https://t.co/kaJpr46Tro'
b'Graduate CSU Chico #VoteBlue2020   \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe#VoteBlueNoMatterWho\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe#BlueTsunami2020 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x92\x90\xf0\x9f\x8c\xba\xf0\x9f\x8d\x80 \xf0\x9f\x91\xa9\xf0\x9f\x8f\xbe \xe2\x98\xae\xef\xb8\x8f\xf0\x9f\x92\x90\xf0\x9f\x92\x90\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #Biden2020 \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe#MarchAgainstFascism \xf0\x9f\x92\x90#VoteBlueDownBallot\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',Sun Feb 16 16:30:44 +0000 2020,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",16589.0,17179.0,"California, USA",Buttigieg,b'Jacq4Peace',"b""Joe Biden a Democrat for over 77 years.\n\nMike Bloomberg a Democrat for 61 years.\n\nPete Buttigieg a Democrat for 38 years.\n\nElizabeth Warren a Democrat for 23 years.\n\nAmy Klobuchar a Democrat for 59 years.\n\nBernie Sanders a Democrat for 4 years.\n\nNow that's the tea, catch it all."""
